|Unnamed: 0|Name|Deutscher Name|UUID des Taxons|UUID des direkt übergeordneten Taxons|Synonyme|Konzeptbeziehungen|Jahrzehnt|Auswertung|Taxa|Arten|Oberste Taxa|Status|Neobiota|Aktuelle Bestandssituation|kurzfristiger Bestandstrend|Langfristiger Bestandstrend|Sonderfälle|Letzter Nachweis|RL Kat.|Risikofaktoren|Risikofaktoren (Kürzel 1)|Risikofaktoren (Kürzel 2)|Risikofaktoren (Kürzel 3)|Taxonomischer Bezug|alte RL- Kat.|Kat. +/-|Grund der Kategorieänderung 1|Grund der Kategorieänderung 2|Grund der Kategorieänderung 3|Kommentar zur Taxonomie|Kommentar zur Gefährdung|Kommentar zur Nachsuche|Weitere Kommentare|Anteil|Lage|Gefährdung|Verantwortlichkeit|Endemit|Kommentar zur Verantwortlichkeit
1625|1625|Festuca rupicaprina (Hack.) A. Kern.|Gämsen-Schwingel|799ade3d-aeb2-4240-ba58-6af18c3ef147|||≙Festuca rupicaprina (Hack.) A. Kern.||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lr|G+|||
1626|1626|Festuca violacea agg.|Violett-Schwingel (Artengruppe)|8775c61b-aff7-45bd-b860-b1f66ca8ddc0|||≙Festuca violacea agg.||A|||Oberste Taxa|I||Sehr selten|=|Gleich bleibend|||*|=||||≙|nb||||||||||||nb||
1627|1627|Festuca nigricans (Hack.) K. Richt.|Schwarzvioletter Schwingel|9b3c1272-66bf-423d-aff4-5d2fdd4da443|8775c61b-aff7-45bd-b860-b1f66ca8ddc0|Festuca puccinellii|≙Festuca puccinellii||K|Taxa|Arten||I||Sehr selten|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lr|G+|||In Ludwig et al. (2007) als Festuca puccinellii
1628|1628|Festuca norica (Hack.) K. Richt.|Norischer Schwingel|cafbd9d3-d103-462d-9e55-ff78eb8d6dfc|8775c61b-aff7-45bd-b860-b1f66ca8ddc0||≙Festuca norica (Hack.) K. Richt.||K|Taxa|Arten||I||Extrem selten|=|Gleich bleibend|||R|=||||≙|*|-|K|||||||A0|Lr|G+|||
1629|1629|Ficaria calthifolia Rchb.||63e43c4c-a1a8-49fa-8797-12a3bfc25140|||||S|Taxa|Arten|Oberste Taxa|I||Unbekannt|?|Daten ungenügend|||D|=|||||kN||||||||Die Art wurde in drei Bundesländern nachgewiesen. Ob sie sich auf natürliche Weise nach Deutschland ausgebreitet hat oder anthropogen verschleppt wurde, ist nicht geklärt (Drenckhahn 2016).||||nb||
1630|1630|Ficaria verna Huds.|Knöllchen-Scharbockskraut|461d82a9-90ec-4ab6-8c36-2ae24ca7e698||Ranunculus ficaria|≙Ranunculus ficaria||S|Taxa|Arten|Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=|||||||||||nb||In Ludwig et al. (2007) als Ranunculus ficaria subsp. bulbifer
1631|1631|Filago arvensis L.|Acker-Filzkraut|b40e284a-d936-4854-91bb-94cb80271575|||≙Filago arvensis L.||S|Taxa|Arten|Oberste Taxa|I||Häufig|=|Mäßiger Rückgang|||*|=||||≙|3|+|R(Na)||||Bis in die 1980er Jahre Rückgang, dann starke Zunahme, z. B. aufgrund von Bracheprogrammen.|||A1|Lh|G+|||
1632|1632|Filago gallica L.|Französisches Filzkraut|526fd47f-4a9b-4f6d-b179-4cae3924b4ef|||≙Filago gallica L.|1960.0|S|Taxa|Arten|Oberste Taxa|I||Ausgestorben oder verschollen,||||1956|0|||||≙|0|=|||||Letzter Nachweis 1956 (Haffner 1990)|||A0|Lr|G+|||
1633|1633|Filago germanica agg.|Deutsches Filzkraut (Artengruppe)|156f3b38-27a5-485c-b0ce-2f1c6cea55e8|||≙Filago germanica agg.||A|||Oberste Taxa|I||Selten|=|Starker Rückgang|||3|=||||≙|nb||||||||||||nb||
1634|1634|Filago germanica (L.) Huds.|Deutsches Filzkraut|dc9bbd42-21b6-4fce-8f34-02905be409dd|156f3b38-27a5-485c-b0ce-2f1c6cea55e8|Filago vulgaris|≙Filago vulgaris||K|Taxa|Arten||I||Selten|=|Starker Rückgang|||3|=||||≙|2|+|R||||Ausbreitung im letzten Jahrzehnt in Nordwestdeutschland entscheidend für die Bewertung des kurzfristigen Bestandstrends, vorher Abnahme; in Bayern immer noch extrem selten.|||A1|Lh|G+|||
1635|1635|Filago lutescens Jord.|Gelbliches Filzkraut|e4b5e593-1c62-4597-9a87-e483b68e10d0|156f3b38-27a5-485c-b0ce-2f1c6cea55e8||≙Filago lutescens Jord.||T||Arten||I||Selten|(v)|Starker Rückgang|||2|=||||≙|2|=||||||||A1|Lh|G+|||
1636|1636|Filago lutescens subsp. lutescens|Graugelbes Filzkraut|2fd3b0d9-69ca-447b-87cd-32e4bbbef69c|e4b5e593-1c62-4597-9a87-e483b68e10d0|Filago lutescens|≙Filago lutescens||F|Taxa|||I||Selten|(v)|Starker Rückgang|||2|=||||≙|2|=||||||||A1|Lh|G+|||
1637|1637|Filago pyramidata L.|Spatelblättriges Filzkraut|0b2895e7-b63d-4e65-aca2-ad3e81558156|156f3b38-27a5-485c-b0ce-2f1c6cea55e8||≙Filago pyramidata L.||K|Taxa|Arten||I||Extrem selten|(v)|Starker Rückgang|||1|=||||≙|2|-|R|||||||A0|Lr|G+|||
1638|1638|Filago minima (Sm.) Pers.|Zwerg-Filzkraut|6435d8b0-4bbd-4fb8-9a20-87af8f25c5ac|||≙Filago minima (Sm.) Pers.||S|Taxa|Arten|Oberste Taxa|I||Häufig|=|Mäßiger Rückgang|||*|=||||≙|V|+|R|||||||A0|Lh|G+|||
1639|1639|Filago neglecta (Soy.-Will.) DC.|Verkanntes Filzkraut|50d1a832-0c7d-4b9f-bb81-2c0f4d548174|||≙Filago neglecta (Soy.-Will.) DC.|1860.0|S|Taxa|Arten|Oberste Taxa|I||Ausgestorben oder verschollen,||||1858|0|||||≙|0|=||||||||A0|Lr|G0|!!||
1640|1640|Filipendula ulmaria (L.) Maxim.|Echtes Mädesüß|9b267fce-7635-403a-8d0a-193386e07c24|||≙Filipendula ulmaria (L.) Maxim.||M||Arten|Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
1641|1641|Filipendula ulmaria subsp. ulmaria|Echtes Mädesüß|5b8292fa-20f0-416d-ab6a-f9588cfde923|9b267fce-7635-403a-8d0a-193386e07c24|Filipendula ulmaria|≙Filipendula ulmaria||I|Taxa|||I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=|||||||||||nb||
1642|1642|Filipendula vulgaris Moench|Kleines Mädesüß|7566e660-fd08-4079-8a9f-e33e7ac7f619|||≙Filipendula vulgaris Moench||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|(v)|Starker Rückgang|||3|=||||≙|V|-|R|||||||A0|Lh|G+|||
1643|1643|Foeniculum vulgare Mill.|Echter Fenchel|2b01773e-2337-4d45-8c79-e2b317c071f1|||||S|Taxa|Arten|Oberste Taxa|N|N|Nicht bewertet|||||nb||||||kN||||||||||||nb||
1644|1644|Fourraea alpina (L.) Greuter & Burdet|Wenigblütige Kohlkresse|0c6236d6-7594-43ed-b084-65ec0820f16d||Arabis pauciflora|≙Arabis pauciflora||S|Taxa|Arten|Oberste Taxa|I||Selten|=|Mäßiger Rückgang|||V|=||||≙|*|-|K||||||||||nb||
1645|1645|Fragaria ananassa (Weston) Rozier|Garten-Erdbeere|7720331e-5c8f-4117-9255-81bbf0a9c482|||≙Fragaria ananassa notho||M||Arten|Oberste Taxa|N|N|Nicht bewertet|||||nb|||||≙|*||||||||||||nb||
1646|1646|Fragaria ananassa subsp. ananassa|Garten-Erdbeere|3d383d83-48fe-4e8d-8113-4304f05d0c50|7720331e-5c8f-4117-9255-81bbf0a9c482|Fragaria ananassa notho|≙Fragaria ananassa notho||I|Taxa|||N|N|Nicht bewertet|||||nb|||||≙|*||||||||||||nb||
1647|1647|Fragaria bifera Duchesne|Bastard-Erdbeere|fa40fb91-36e7-4680-a97d-65eafe019af5|||||S|Taxa|Arten|Oberste Taxa|I||Unbekannt|?|Daten ungenügend|||D|=|||||kN||||||||||||nb||
1648|1648|Fragaria moschata Weston|Zimt-Erdbeere|35f4f96a-fe34-4759-ae7d-7aa18fb689d4|||≙Fragaria moschata Weston||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|*|-|R|||||||A0|Lh|G+|||
1649|1649|Fragaria vesca L.|Wald-Erdbeere|43f0ac03-42e6-4cf4-9c40-c4959ceca7c3|||≙Fragaria vesca L.||M||Arten|Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
1650|1650|Fragaria vesca subsp. vesca|Wald-Erdbeere|b04465bd-a814-425a-9ddf-3db860857f3d|43f0ac03-42e6-4cf4-9c40-c4959ceca7c3|Fragaria vesca|≙Fragaria vesca||I|Taxa|||I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=|||||||||||nb||
1651|1651|Fragaria viridis Weston|Knack-Erdbeere|3e94e4ef-df77-4594-90e7-0672b1bd85a6|||≙Fragaria viridis Weston||M||Arten|Oberste Taxa|I||Mäßig häufig|=|Mäßiger Rückgang|||*|=||||≙|*|=||||||||A0|Lh|G+|||
1652|1652|Fragaria viridis subsp. viridis|Knack-Erdbeere|6045846f-0c0e-4e49-84d9-a2f21506196e|3e94e4ef-df77-4594-90e7-0672b1bd85a6|Fragaria viridis|≙Fragaria viridis||I|Taxa|||I||Mäßig häufig|=|Mäßiger Rückgang|||*|=||||≙|*|=|||||Regionaler Rückgang, z. B. in Schleswig-Holstein.||||||nb||
1653|1653|Frangula alnus Mill.|Echter Faulbaum|a1ddd5cd-f3a1-4974-9f73-b6958ff89924|||≙Frangula alnus Mill.||M||Arten|Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
1654|1654|Frangula alnus subsp. alnus|Echter Faulbaum|27b96161-ffeb-40a4-b303-faadf24d00a9|a1ddd5cd-f3a1-4974-9f73-b6958ff89924|Frangula alnus|≙Frangula alnus||I|Taxa|||I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=|||||||||||nb||
1655|1655|Fraxinus excelsior L.|Gewöhnliche Esche|ebc2a721-26d2-4f96-a662-4b4d2122c564|||≙Fraxinus excelsior L.||M||Arten|Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=|||||Seit spätestens 2002 wurden in Deutschland Schädigungen an Eschen beobachtet  (Eschentriebsterben), die auf den Befall durch den Pilz Chalara fraxinea zurückgeführt werden (Schumacher et al. 2007). Ob dies hier längerfristig zu einem deutlichen Rückgang und damit zur Gefährdung der Art führen wird, ist noch nicht sicher abzusehen.|||A0|Lh|G+|||
1656|1656|Fraxinus excelsior subsp. excelsior|Gewöhnliche Esche|8f19768d-a2f7-4023-aeb0-5572cf02205f|ebc2a721-26d2-4f96-a662-4b4d2122c564|Fraxinus excelsior|≙Fraxinus excelsior||I|Taxa|||I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=|||||||||||nb||
1657|1657|Fraxinus ornus L.|Blumen-Esche|a39d263c-5a5b-4b11-955b-34053770eaa0|||≙Fraxinus ornus L.||S|Taxa|Arten|Oberste Taxa|N|N|Nicht bewertet|||||nb|||||≙|*||||||||||||nb||
1658|1658|Fraxinus pennsylvanica Marshall|Rot-Esche|77f2602a-1699-4991-b9c3-6d0b628f2e5e|||≙Fraxinus pennsylvanica Marshall||S|Taxa|Arten|Oberste Taxa|N|N|Nicht bewertet|||||nb|||||≙|*||||||||||||nb||
1659|1659|Fritillaria meleagris L.|Schachblume|082bd400-2446-43ec-ba2f-92bb36d155e0|||≙Fritillaria meleagris L.||S|Taxa|Arten|Oberste Taxa|N|N|Selten|(v)|Mäßiger Rückgang|||3|=||||≙|2|+|R(Na)|||||||A0||G3|nb||Wird für Deutschland als Neophyt eingestuft. Im gesamten Areal in Roten Listen und Rotbüchern geführt. Als Calthion-Art sicher auch arealweit im Rückgang.
1660|1660|Fumana procumbens (Dunal) Gren.|Gewöhnliches Nadelröschen|716d9b65-649d-4374-9d5a-43738d03d135|||≙Fumana procumbens (Dunal) Gren.||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|(v)|Mäßiger Rückgang|||2|=||||≙|3|-|R|||||||A0|Lr|G?|?||
1661|1661|Fumaria muralis W.D.J. Koch|Mauer-Erdrauch|4c4cfb2c-069b-48ab-a96b-4f75bedc23a0|||||M||Arten|Oberste Taxa|N|N|Nicht bewertet|||||nb||||||kN||||||||||||nb||
1662|1662|Fumaria muralis subsp. muralis|Mauer-Erdrauch|f1510759-895f-4f9b-b086-774b684fe692|4c4cfb2c-069b-48ab-a96b-4f75bedc23a0||||I|Taxa|||N|N|Nicht bewertet|||||nb||||||kN||||||||||||nb||
1663|1663|Fumaria officinalis L.|Gewöhnlicher Erdrauch|0ddbd744-6635-4038-aba9-50ec35fa87bf||Fumaria officinalis subsp. officinalis|≙Fumaria officinalis subsp. officinalis||S|Taxa|Arten|Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
1664|1664|Fumaria wirtgenii W.D.J. Koch|Wirtgens Erdrauch|90a5472a-561d-46df-9878-6533e36388b5||Fumaria officinalis subsp. wirtgenii|≙Fumaria officinalis subsp. wirtgenii||S|Taxa|Arten|Oberste Taxa|I||Unbekannt|?|Daten ungenügend|||D|=||||≙|*| |||||Regional ungefährdet, z. B. in Rheinland-Pfalz.||||||nb||
1665|1665|Fumaria parviflora agg.|Kleinblütiger Erdrauch (Artengruppe)|4b7d95ca-6f30-4f4b-891b-dbf12c108efa|||≙Fumaria parviflora agg.||A|||Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|nb||||||||||||nb||
1666|1666|Fumaria parviflora Lam.|Kleinblütiger Erdrauch|9bb9c541-9f0a-4797-a788-4f749848f8ed|4b7d95ca-6f30-4f4b-891b-dbf12c108efa||≙Fumaria parviflora Lam.||K|Taxa|Arten||I||Sehr selten|(v)|Mäßiger Rückgang|||2|=||||≙|2|=|||||||Archäophyt, aber auch neophytische Vorkommen.|A0|Lr|G+|||
1667|1667|Fumaria vaillantii Loisel.|Vaillants Erdrauch|3d0665e4-ad7e-4b80-ac6d-63cea72d35c1|4b7d95ca-6f30-4f4b-891b-dbf12c108efa|Fumaria schrammii|>Fumaria schrammii#>Fumaria vaillantii||T||Arten||I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||>|*|-|R|||||||A0|Lr|G+|||
1668|1668|Fumaria vaillantii subsp. schrammii (Asch.) Nyman|Schramms Erdrauch|324b45d6-77d8-4337-afe9-9dfd36a5ede1|3d0665e4-ad7e-4b80-ac6d-63cea72d35c1|Fumaria schrammii|≙Fumaria schrammii||F|Taxa|||I||Unbekannt|?|Daten ungenügend|||D|=||||≙|*| ||||||||A0|L?|G+|?||
1669|1669|Fumaria vaillantii subsp. vaillantii|Vaillants Erdrauch|8ca6ed20-3a31-463b-8cdb-fe2528f37286|3d0665e4-ad7e-4b80-ac6d-63cea72d35c1|Fumaria vaillantii|≙Fumaria vaillantii||F|Taxa|||I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|*|-|R|||||||A0|Lh|G+|||
1670|1670|Fumaria rostellata Knaf|Schnabel-Erdrauch|f9209bd8-bfd5-45ab-a1dc-49fc3e621c3d|||≙Fumaria rostellata Knaf||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|=|Mäßiger Rückgang|||3|=||||≙|*|-|K||||Leichter Rückgang am Arealrand.|||A0|Lr|G+|||
1671|1671|Fumaria schleicheri Soy.-Will.|Schleichers Erdrauch|5526074c-fe63-4bbb-932a-fadf2d040f38|||≙Fumaria schleicheri Soy.-Will.||M||Arten|Oberste Taxa|I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|3|=||||||||A0|Lr|G+|||
1672|1672|Fumaria schleicheri subsp. schleicheri|Schleichers Erdrauch|0dfa3415-952d-4799-806e-eb285ab8890d|5526074c-fe63-4bbb-932a-fadf2d040f38|Fumaria schleicheri|≙Fumaria schleicheri||I|Taxa|||I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|3|=||||||||A0|Lr|G+|||
1673|1673|Gagea bohemica (Zauschn.) Schult. & Schult. f.|Felsen-Goldstern|f09dc53e-f24d-465f-a6fb-6e368451840d||Gagea bohemica subsp. saxatilis|≙Gagea bohemica subsp. saxatilis||S|Taxa|Arten|Oberste Taxa|I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|3|=|||||||||||nb||
1674|1674|Gagea fragifera (Vill.) Ehr. Bayer & G. López|Röhriger Goldstern|9c07172b-fb27-4f13-b537-da05fad181da||Gagea fistulosa|≙Gagea fistulosa||S|Taxa|Arten|Oberste Taxa|I||Extrem selten|=|Gleich bleibend|||R|=||||≙|*|-|K|||In Korneck et al. (1996) aus heutiger Sicht irrtümlich als Gagea fistulosa bezeichnet.||||A0|Lr|G+|||
1675|1675|Gagea lutea (L.) Ker Gawl.|Wald-Goldstern|5c1996c4-7c88-4df9-b63b-b4635c545fb9|||≙Gagea lutea (L.) Ker Gawl.||S|Taxa|Arten|Oberste Taxa|I||Häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
1676|1676|Gagea minima (L.) Ker Gawl.|Zwerg-Goldstern|b847528c-01dd-48bb-be05-016fcf95b087|||≙Gagea minima (L.) Ker Gawl.||S|Taxa|Arten|Oberste Taxa|I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|*|-|R|||||||A0|Lr|G+|||
1677|1677|Gagea pratensis agg.|Wiesen-Goldstern (Artengruppe)|053e0c8f-be93-44e6-9b74-0c9f1c31e4c6|||≙Gagea pratensis||A|||Oberste Taxa|I||Häufig|=|Gleich bleibend|||*|=||||≙|V|+|K||||||||||nb||
1678|1678|Gagea marchica Henker et al.|Märkischer Goldstern|c9f177df-4e70-422f-b8fa-c562c27b1def|053e0c8f-be93-44e6-9b74-0c9f1c31e4c6|Gagea pratensis|<Gagea pratensis||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=||||<|nb||||||||||||nb||
1679|1679|Gagea megapolitana Henker|Mecklenburger Goldstern|03ef3676-b4df-496d-8518-4ffe7148cd8a|053e0c8f-be93-44e6-9b74-0c9f1c31e4c6|Gagea pratensis|<Gagea pratensis||K|Taxa|Arten||I||Sehr selten|?|Daten ungenügend|||D|=||||<|nb||||||||||||nb||
1680|1680|Gagea pomeranica R. Ruthe|Pommerscher Goldstern|9cce3213-878c-45e5-91b4-9f2ed34aa5d4|053e0c8f-be93-44e6-9b74-0c9f1c31e4c6|Gagea pratensis|<Gagea pratensis||K|Taxa|Arten||I||Sehr selten|?|Daten ungenügend|||D|=||||<|nb|||||||||A3|Lh|G?|!||
1681|1681|Gagea pratensis (Pers.) Dumort.|Wiesen-Goldstern|cc49738c-1f97-44a1-8ad8-5e4d36511074|053e0c8f-be93-44e6-9b74-0c9f1c31e4c6||<Gagea pratensis||K|Taxa|Arten||I||Häufig|=|Mäßiger Rückgang|||*|=||||<|nb||||||Rückgang auf Äckern, aber Zunahme im städtischen Bereich, z. B. auf Friedhöfen.|||A1|Lr-h|G+|||
1682|1682|Gagea spathacea (Hayne) Salisb.|Scheiden-Goldstern|223a64b1-05ad-4cf4-a35c-b94f8259a781|||≙Gagea spathacea (Hayne) Salisb.||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|=|Mäßiger Rückgang|||*|=||||≙|3|+|R|||||||A3|Lz|G?|!!||
1683|1683|Gagea villosa (M. Bieb.) Sweet|Acker-Goldstern|640233e3-0ec5-4656-8d09-fc5d893a3442|||≙Gagea villosa (M. Bieb.) Sweet||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|3|+|R|K|||Rückgang auf Äckern, aber Zunahme im städtischen Bereich, z. B. auf Friedhöfen.|||A1|Lh|G+|||
1684|1684|Galanthus elwesii Hook. f.|Elwes Schneeglöckchen|5473f5a4-b35a-4dab-bf88-cbba341d6a34|||||S|Taxa|Arten|Oberste Taxa|N|N|Nicht bewertet|||||nb||||||kN||||||||||||nb||
1685|1685|Galanthus nivalis L.|Gewöhnliches Schneeglöckchen|f52aa5b1-a5d7-49c8-8e6e-d68a487e41d9|||≙Galanthus nivalis L.||M||Arten|Oberste Taxa|I||Selten|=|Mäßiger Rückgang|||V|=||||≙|3|+|K|||||||A0|Lr|G+|||
1686|1686|Galanthus nivalis subsp. nivalis|Gewöhnliches Schneeglöckchen|99efe9b6-a9a0-44cc-95c1-9cf68eca6f20|f52aa5b1-a5d7-49c8-8e6e-d68a487e41d9|Galanthus nivalis|≙Galanthus nivalis||I|Taxa|||I||Selten|=|Mäßiger Rückgang|||V|=||||≙|3|+|K||||Die Hybridisierung mit Sorten oder anderen Zierarten könnte ein Risikofaktor sein.||Ziel war es, nur autochthone Vorkommen zu bewerten, allerdings ist eine Trennung selbst in Bayern und Baden-Württemberg kaum möglich.|A0|Lr|G+|||
1687|1687|Galatella linosyris (L.) Rchb. f.|Gold-Steppenaster|eced56eb-72ee-46bb-83d1-cc9c3959974e||Aster linosyris|≙Aster linosyris||S|Taxa|Arten|Oberste Taxa|I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|*|-|R||||Auf sandigen Böden im Tiefland regional stärker zurückgegangen.|||A0|Lr|G+|||
1688|1688|Galega officinalis L.|Echte Geißraute|85edec8b-97fb-466c-80f8-694f91fd7f8d|||≙Galega officinalis L.||S|Taxa|Arten|Oberste Taxa|N|N|Nicht bewertet|||||nb|||||≙|*||||||||||||nb||
1689|1689|Galeobdolon luteum agg.|Echte Goldnessel (Artengruppe)|1440fa77-246d-46b9-8a44-65fdbb2e0fc0|||≙Galeobdolon luteum agg.||A|||Oberste Taxa|I||Häufig|=|Gleich bleibend|||*|=||||≙|nb||||||||Die Vorkommen des neophytischen Galeobdolon argentatum sind nicht berücksichtigt.||||nb||
1690|1690|Galeobdolon argentatum Smejkal|Silberblättrige Goldnessel|7120e726-9903-494b-92db-7eeee33c4a9c|1440fa77-246d-46b9-8a44-65fdbb2e0fc0|Lamium montanum var. florentinum|≙Lamium montanum var. florentinum||K|Taxa|Arten||N|N|Nicht bewertet|||||nb|||||≙|*||||||||Die Art wird als invasiv eingestuft (Nehring et al. 2013).||||nb||
1691|1691|Galeobdolon flavidum (F. Herm.) Holub|Blassgelbe Goldnessel|d666dc41-8dc0-484f-8929-09bbeb54093f|1440fa77-246d-46b9-8a44-65fdbb2e0fc0|Lamium flavidum|≙Lamium flavidum||K|Taxa|Arten||I||Sehr selten|=|Gleich bleibend|||*|=||||≙|*|=|||||Rückgang im Alpenvorland.||||||nb||
1692|1692|Galeobdolon luteum Huds.|Echte Goldnessel|a8b2f198-32d9-4308-8329-040630299edb|1440fa77-246d-46b9-8a44-65fdbb2e0fc0|Lamium galeobdolon|≙Lamium galeobdolon||K|Taxa|Arten||I||Häufig|=|Gleich bleibend|||*|=||||≙|*|=|||||||||||nb||
1693|1693|Galeobdolon montanum (Pers.) Rchb.|Berg-Goldnessel|4dda954d-031a-46db-b48c-7cebb0e1a651|1440fa77-246d-46b9-8a44-65fdbb2e0fc0|Lamium montanum var. montanum|≙Lamium montanum var. montanum||K|Taxa|Arten||I||Häufig|=|Gleich bleibend|||*|=||||≙|*|=|||||||||||nb||
1694|1694|Galeopsis ladanum agg.|Acker-Hohlzahn (Artengruppe)|cf903f0e-3558-4a02-99b4-63b822912bef|||≙Galeopsis ladanum agg.||A|||Oberste Taxa|I||Mäßig häufig|=|Mäßiger Rückgang|||*|=||||≙|nb||||||||||||nb||
1695|1695|Galeopsis angustifolia (Hoffm.) Pers.|Schmalblättriger Hohlzahn|58bf006e-938d-4af7-87b6-28e9312542fb|cf903f0e-3558-4a02-99b4-63b822912bef||≙Galeopsis angustifolia (Hoffm.) Pers.||K|Taxa|Arten||I||Mäßig häufig|=|Mäßiger Rückgang|||*|=||||≙|*|=||||||||A1|Lh|G+|||
1696|1696|Galeopsis ladanum L.|Acker-Hohlzahn|803f025d-b6d9-40cc-b512-19fde746695e|cf903f0e-3558-4a02-99b4-63b822912bef||≙Galeopsis ladanum L.||K|Taxa|Arten||I||Selten|(v)|Starker Rückgang|||2|=||||≙|*|-|K|||||||A0|Lr|G+|||
1697|1697|Galeopsis pubescens Besser|Weichhaariger Hohlzahn|fe8d8aee-ca6a-4cca-8307-2ce4fabdb7ec|||≙Galeopsis pubescens Besser||M||Arten|Oberste Taxa|I||Mäßig häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
1698|1698|Galeopsis pubescens subsp. murriana (Borbás & Wettst.) Murr|Murrs Hohlzahn|0068b28a-4904-4bc2-ae7c-72d16b4a9f75|fe8d8aee-ca6a-4cca-8307-2ce4fabdb7ec|Galeopsis pubescens|<Galeopsis pubescens||I|Taxa|||I||Unbekannt|?|Daten ungenügend|||D|=||||<|nb||||||||||||nb||
1699|1699|Galeopsis pubescens subsp. pubescens|Weichhaariger Hohlzahn|38141be5-8f81-44e3-8324-0ce5718aafb5|fe8d8aee-ca6a-4cca-8307-2ce4fabdb7ec|Galeopsis pubescens|<Galeopsis pubescens||I|Taxa|||I||Mäßig häufig|=|Gleich bleibend|||*|=||||<|*|=||||||||A1|L?|G?|?||
1700|1700|Galeopsis segetum Neck.|Saat-Hohlzahn|9694e9f8-fb45-409b-b9c6-2adfd2680a85|||≙Galeopsis segetum Neck.||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|V|=|||||Vor allem im Tiefland auf Äckern stark zurückgegangen, im Westen im Mittelgebirge teilweise ungefährdet.|||A1|Lh|G3|!||
1701|1701|Galeopsis speciosa Mill.|Bunter Hohlzahn|a3dbfb04-400a-4e08-95d6-5ae39a035d47|||≙Galeopsis speciosa Mill.||S|Taxa|Arten|Oberste Taxa|I||Häufig|(v)|Mäßiger Rückgang|||*|=||||≙|*|=||||||||A0|Lh|G+|||
1702|1702|Galeopsis tetrahit agg.|Stechender Hohlzahn (Artengruppe)|0bac2634-c9ce-478d-b577-9949ce23be9d|||≙Galeopsis tetrahit agg.||A|||Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|nb||||||||||||nb||
1703|1703|Galeopsis bifida Boenn.|Kleinblütiger Hohlzahn|5dc1cb51-32b1-41bd-b7e4-400171c3ccb0|0bac2634-c9ce-478d-b577-9949ce23be9d||≙Galeopsis bifida Boenn.||K|Taxa|Arten||I||Häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
1704|1704|Galeopsis tetrahit L.|Stechender Hohlzahn|9b0cc266-ff54-4fca-969d-a161447d65b2|0bac2634-c9ce-478d-b577-9949ce23be9d||≙Galeopsis tetrahit L.||K|Taxa|Arten||I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
1705|1705|Galinsoga parviflora Cav.|Kleinblütiges Franzosenkraut|754dee97-56b4-4bba-9774-bcec48967530|||≙Galinsoga parviflora Cav.||S|Taxa|Arten|Oberste Taxa|N|N|Nicht bewertet|||||nb|||||≙|*||||||||||||nb||
