|Unnamed: 0|Name|Deutscher Name|UUID des Taxons|UUID des direkt übergeordneten Taxons|Synonyme|Konzeptbeziehungen|Jahrzehnt|Auswertung|Taxa|Arten|Oberste Taxa|Status|Neobiota|Aktuelle Bestandssituation|kurzfristiger Bestandstrend|Langfristiger Bestandstrend|Sonderfälle|Letzter Nachweis|RL Kat.|Risikofaktoren|Risikofaktoren (Kürzel 1)|Risikofaktoren (Kürzel 2)|Risikofaktoren (Kürzel 3)|Taxonomischer Bezug|alte RL- Kat.|Kat. +/-|Grund der Kategorieänderung 1|Grund der Kategorieänderung 2|Grund der Kategorieänderung 3|Kommentar zur Taxonomie|Kommentar zur Gefährdung|Kommentar zur Nachsuche|Weitere Kommentare|Anteil|Lage|Gefährdung|Verantwortlichkeit|Endemit|Kommentar zur Verantwortlichkeit
4903|4903|Thalictrum simplex L.|Einfache Wiesenraute|4b9cdbe3-d749-47cc-aba2-6595744cad43||Thalictrum simplex subsp. galioides#Thalictrum simplex subsp. simplex|>Thalictrum simplex subsp. galioides#>Thalictrum simplex subsp. simplex||M||Arten|Oberste Taxa|I||Sehr selten|(v)|Mäßiger Rückgang|||2|=||||>|2|=||||||||A0|Lh|G+|||
4904|4904|Thalictrum simplex subsp. galioides (DC.) Korsh.|Labkraut-Wiesenraute|faf7cd97-50d4-4683-82b6-11ac271ce9d5|4b9cdbe3-d749-47cc-aba2-6595744cad43||≙Thalictrum simplex subsp. galioides (DC.) Korsh.||I|Taxa|||I||Sehr selten|(v)|Mäßiger Rückgang|||2|=||||≙|2|=||||||||A0|Lr|G+|||
4905|4905|Thalictrum simplex subsp. simplex|Einfache Wiesenraute|f90b018f-6fdb-4027-8b80-7770ff27be27|4b9cdbe3-d749-47cc-aba2-6595744cad43||<Thalictrum simplex subsp. simplex|1960.0|I|Taxa|||I||Ausgestorben oder verschollen,||||vor 1960|0|||||<|2|-|T|K||||||A0|Lr|G+|||
4906|4906|Thalictrum simplex subsp. tenuifolium (Hartm.) Sterner|Mittlere Wiesenraute|e40bba86-6d4a-4322-97a8-132174c126f5|4b9cdbe3-d749-47cc-aba2-6595744cad43|Thalictrum simplex subsp. simplex|<Thalictrum simplex subsp. simplex||I|Taxa|||I||Sehr selten|(v)|Mäßiger Rückgang|||2|=||||<|2|=|||||||||||nb||
4907|4907|Thelypteris limbosperma (All.) H.P. Fuchs|Berg-Lappenfarn|24badbb0-17a7-48d9-aba1-1b8ae1fd0b73|||≙Thelypteris limbosperma (All.) H.P. Fuchs||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|=|Mäßiger Rückgang|||*|=||||≙|*|=|||||Der langfristige Rückgang ist in Norddeutschland stärker, in den Mittelgebirgen dagegen nur gering.||||||nb||
4908|4908|Thelypteris palustris Schott|Sumpf-Lappenfarn|46ebf598-33b9-4579-af1d-e365f2143dd1|||≙Thelypteris palustris Schott||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|3|+|K|||||||A0|Lh|G+|||
4909|4909|Thesium alpinum L.|Alpen-Vermeinkraut|6e9e6fbf-6dcf-42aa-8553-8e7b8bc7fe19|||≙Thesium alpinum L.||S|Taxa|Arten|Oberste Taxa|I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|3|=|||||In den Alpen ungefährdet, nördlich davon sind nahezu alle Vorkommen stark gefährdet und zurückgegangen.|||A1|Lr|G+|||
4910|4910|Thesium bavarum Schrank|Bayerisches Vermeinkraut|3d07cfdb-dba5-4735-b375-8967c6d6e486|||≙Thesium bavarum Schrank||S|Taxa|Arten|Oberste Taxa|I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|*|-|K|||||||A1|Lr-h|G+|||
4911|4911|Thesium ebracteatum Hayne|Vorblattloses Vermeinkraut|073d5b45-e3eb-421a-90b8-7726b5477d52|||≙Thesium ebracteatum Hayne||S|Taxa|Arten|Oberste Taxa|I||Extrem selten|(v)|Starker Rückgang|||1|=||||≙|1|=||||||||A0|Lh|G+|||
4912|4912|Thesium linophyllon L.|Mittleres Vermeinkraut|5c8fc269-e911-47a2-8442-0f353bf60485|||≙Thesium linophyllon L.||S|Taxa|Arten|Oberste Taxa|I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|3|=||||||||A1|Lr|G+|||
4913|4913|Thesium pyrenaicum Pourr.|Pyrenäen-Vermeinkraut|0d03649f-b496-41a9-ad05-f544b4732603|||≙Thesium pyrenaicum Pourr.||M||Arten|Oberste Taxa|I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|3|=||||||||A1|Lh|G?|?||
4914|4914|Thesium pyrenaicum subsp. alpestre O. Schwarz|Großblütiges Pyrenäen-Vermeinkraut|4ac230e0-e072-4969-8491-1e744f9fb2dd|0d03649f-b496-41a9-ad05-f544b4732603|Thesium pyrenaicum|<Thesium pyrenaicum||I|Taxa|||I||Unbekannt|?|Daten ungenügend|||D|=||||<|nb|||||||||A0|Lr|G?|?||
4915|4915|Thesium pyrenaicum subsp. pyrenaicum|Pyrenäen-Vermeinkraut|8e7d2e6e-a233-4890-8510-41f20af3a9b8|0d03649f-b496-41a9-ad05-f544b4732603|Thesium pyrenaicum|<Thesium pyrenaicum||I|Taxa|||I||Selten|(v)|Mäßiger Rückgang|||3|=||||<|3|=||||||||A1|Lr-h|G+|||
4916|4916|Thesium rostratum Mert. & W.D.J. Koch|Geschnäbeltes Vermeinkraut|aee06c3d-b4be-4977-bee8-3073cd52c1a7|||≙Thesium rostratum Mert. & W.D.J. Koch||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|=|Mäßiger Rückgang|||3|=||||≙|3|=||||||||A1|Lr|G+|||
4917|4917|Thlaspi alliaceum L.|Lauch-Hellerkraut|2d918e8e-10f0-432a-9181-f13948d89889|||≙Thlaspi alliaceum L.||S|Taxa|Arten|Oberste Taxa|I||Extrem selten|^|Mäßiger Rückgang|||3|=||||≙|*|-|K||||||In einigen Bundesländern nur unbeständig auftretend.|A0|Lr|G+|||
4918|4918|Thlaspi arvense L.|Acker-Hellerkraut|02fb91f7-f245-4e6a-a785-dac138e0515f|||≙Thlaspi arvense L.||S|Taxa|Arten|Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
4919|4919|Thymelaea passerina (L.) Coss. & Germ.|Acker-Spatzenzunge|b6bfd71c-6ce1-4a23-ba84-515ef8687811|||≙Thymelaea passerina (L.) Coss. & Germ.||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|(v)|Starker Rückgang|S||2|=||||≙|2|=||||||||A0|Lr|G+|||
4920|4920|Thymus braunii Borbás|Brauns Thymian|2d9f1a7c-babc-4543-a886-4ce5519966d1|||||M||Arten|Oberste Taxa|I||Unbekannt|?|Daten ungenügend|||D|=|||||kN||||||||||||nb||
4921|4921|Thymus braunii subsp. braunii|Brauns Thymian|32ea18c9-8422-4423-92a8-b5d42da9ab06|2d9f1a7c-babc-4543-a886-4ce5519966d1||||I|Taxa|||I||Unbekannt|?|Daten ungenügend|||D|=|||||kN||||||||||||nb||
4922|4922|Thymus chamaedrys agg.|Gewöhnlicher Thymian (Artengruppe)|aa258386-2943-432e-bd82-15864a30df7b|||≙Thymus chamaedrys agg.||A|||Oberste Taxa|I||Häufig|(v)|Mäßiger Rückgang|||*|=||||≙|nb||||||||||||nb||
4923|4923|Thymus alpestris A. Kern.|Hochgebirgs-Thymian|f7944bb8-61c1-45ae-af3b-206ef214d294|aa258386-2943-432e-bd82-15864a30df7b||||K|Taxa|Arten||I||Extrem selten|?|Daten ungenügend|||R|=|||||kN||||||||||||nb||
4924|4924|Thymus pseudoalpestris Ferd. Weber||6ec81abd-3ec3-4232-bbfa-134c166defc6|aa258386-2943-432e-bd82-15864a30df7b||||K|Taxa|Arten||I||Unbekannt|?|Daten ungenügend|||D|=|||||kN||||||||||||nb||
4925|4925|Thymus pulegioides L.|Arznei-Thymian|3bec0f48-0af5-4275-baff-4f4f44e736cf|aa258386-2943-432e-bd82-15864a30df7b||≙Thymus pulegioides L.||T||Arten||I||Häufig|(v)|Mäßiger Rückgang|||*|=||||≙|*|=|||||||In nicht regionalisierten Ansaatmischungen enthalten.|A0|Lh|G+|||
4926|4926|Thymus pulegioides subsp. carniolicus (Borbás) P.A. Schmidt|Behaarter Arznei-Thymian|c1fcf81b-2ea0-4435-abe2-106eb1ff1bb9|3bec0f48-0af5-4275-baff-4f4f44e736cf||≙Thymus pulegioides subsp. carniolicus (Borbás) P.A. Schmidt||F|Taxa|||I||Selten|=|Mäßiger Rückgang|||V|=||||≙|*|-|K||||||||||nb||
4927|4927|Thymus pulegioides subsp. pulegioides|Arznei-Thymian|143e446d-5f11-4276-9434-62f99aa5bedb|3bec0f48-0af5-4275-baff-4f4f44e736cf||≙Thymus pulegioides subsp. pulegioides||F|Taxa|||I||Häufig|(v)|Mäßiger Rückgang|||*|=||||≙|*|=|||||||||||nb||
4928|4928|Thymus pulegioides subsp. similialpestris Debray|Früher Arznei-Thymian|70896612-867a-45c3-9aa2-072e123c9235|3bec0f48-0af5-4275-baff-4f4f44e736cf||||F|Taxa|||I||Unbekannt|?|Daten ungenügend|||D|=|||||kN|||||Diese sehr früh blühende Sippe silikatischer Gebirge ist morphologisch nur schwer abgrenzbar.|Ein Rückgang ist z. B. in Hessen erkennbar.|||A0|Lh|G+|||
4929|4929|Thymus oblongifolius Opiz||60eab343-0e09-4961-8a84-5c560c76a3ac|||||S|Taxa|Arten|Oberste Taxa|I||Unbekannt|?|Daten ungenügend|||D|=|||||kN||||||||||||nb||
4930|4930|Thymus pannonicus All.|Steppen-Thymian|1a4dfd76-a00a-459c-a60a-4cda63e411c0|||||S|Taxa|Arten|Oberste Taxa|N|N|Nicht bewertet|||||nb||||||kN||||||||||||nb||
4931|4931|Thymus praecox Opiz|Frühblühender Thymian|d5ddd0db-f9c0-41bf-8720-94d7571ed2e7|||≙Thymus praecox Opiz||M||Arten|Oberste Taxa|I||Selten|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lr|G+|||
4932|4932|Thymus praecox subsp. clivorum (Lyka) Domin|Klippen-Thymian|019b64ae-d3ea-4d74-ab5e-d1cdee0a1f3c|d5ddd0db-f9c0-41bf-8720-94d7571ed2e7|Thymus praecox subsp. hesperites|≙Thymus praecox subsp. hesperites||I|Taxa|||I||Unbekannt|?|Daten ungenügend|||D|=||||≙|*| |||||||||||nb||
4933|4933|Thymus praecox subsp. polytrichus (Borbás) Ronniger|Alpen-Thymian|23bdb014-f28d-4ce7-a8bc-e62f50338211|d5ddd0db-f9c0-41bf-8720-94d7571ed2e7||≙Thymus praecox subsp. polytrichus (Borbás) Ronniger||I|Taxa|||I||Sehr selten|=|Gleich bleibend|||*|=||||≙|*|=|||||||||||nb||
4934|4934|Thymus praecox subsp. praecox|Frühblühender Thymian|d7fa1451-a19d-4b48-a6b8-eeb7a33bf552|d5ddd0db-f9c0-41bf-8720-94d7571ed2e7||≙Thymus praecox subsp. praecox||I|Taxa|||I||Selten|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
4935|4935|Thymus serpyllum L.|Sand-Thymian|1146bba4-de25-4e94-b444-9e8ccca937d9|||≙Thymus serpyllum L.||M||Arten|Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|V|=|||||||In nicht regionalisierten Ansaatmischungen enthalten.||||nb||
4936|4936|Thymus serpyllum subsp. serpyllum|Sand-Thymian|dc7cc425-ea5d-4a9b-adcc-d864781277cd|1146bba4-de25-4e94-b444-9e8ccca937d9|Thymus serpyllum|≙Thymus serpyllum||I|Taxa|||I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|V|=|||||||||||nb||In Ludwig et al. (2007) als T. serpyllum var. porphyrogenitus
4937|4937|Tilia cordata Mill.|Winter-Linde|1294e9bb-b0e5-4c7a-bb60-62b566fa98d0|||≙Tilia cordata Mill.||S|Taxa|Arten|Oberste Taxa|I||Häufig|=|Gleich bleibend|||*|=||||≙|*|=|||||||Gepflanzte und verwilderte Vorkommen wurden häufig nicht ausreichend von einheimischen Vorkommen unterschieden.|A0|Lh|G+|||
4938|4938|Tilia europaea L.|Holländische Linde|05b32b35-322a-45b9-853d-3a87a27df7c1|||||S|Taxa|Arten|Oberste Taxa|I||Unbekannt|?|Daten ungenügend|||D|=|||||kN||||||||Die meisten Exemplare sind gepflanzt oder Spontanhybriden. Stabilisierte Populationen dürften sehr selten sein, über ihre Bestandstrends ist nichts bekannt. ||||nb||
4939|4939|Tilia platyphyllos Scop.|Sommer-Linde|9960693c-1d2f-4c3d-98c2-eafecc52a0c5|||≙Tilia platyphyllos Scop.||M||Arten|Oberste Taxa|I||Häufig|=|Gleich bleibend|||*|=||||≙|*|=|||||||Gepflanzte und verwilderte Bestände wurden häufig nicht ausreichend von einheimischen Vorkommen unterschieden.|A1|Lh|G+|||
4940|4940|Tilia platyphyllos subsp. platyphyllos|Sommer-Linde|42576940-afc6-4952-8829-cae97fb9c6de|9960693c-1d2f-4c3d-98c2-eafecc52a0c5|Tilia platyphyllos|≙Tilia platyphyllos||I|Taxa|||I||Häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A1|Lh|G+|||
4941|4941|Tofieldia calyculata (L.) Wahlenb.|Kelch-Simsenlilie|3b448ad0-0c6b-460e-8eaa-bed5ab801418|||≙Tofieldia calyculata (L.) Wahlenb.||S|Taxa|Arten|Oberste Taxa|I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|3|=|||||Außerhalb von Bayern und Baden-Württemberg weitestgehend verschwunden.|||A0|Lr|G+|||
4942|4942|Tofieldia pusilla (Michx.) Pers.|Zwerg-Simsenlilie|189bee3c-1317-4b0e-a567-7d2cdb85f7d2|||≙Tofieldia pusilla (Michx.) Pers.||M||Arten|Oberste Taxa|I||Extrem selten|=|Gleich bleibend|||R|=||||≙|R|=||||||||A0|Lr|G+|||
4943|4943|Tofieldia pusilla subsp. pusilla|Zwerg-Simsenlilie|70d774b8-2bd3-4fbe-b0c6-bf0735e6a6ba|189bee3c-1317-4b0e-a567-7d2cdb85f7d2|Tofieldia pusilla|≙Tofieldia pusilla||I|Taxa|||I||Extrem selten|=|Gleich bleibend|||R|=||||≙|R|=||||||||A0|Lr|G+|||
4944|4944|Tordylium maximum L.|Große Zirmet|6b5cd0e5-2b33-4886-b780-2dd27374c2dc|||≙Tordylium maximum L.||S|Taxa|Arten|Oberste Taxa|I||Extrem selten|(v)|Starker Rückgang|||1|=||||≙|*|-|R|||||||A0|Lr|G+|||
4945|4945|Torilis arvensis (Huds.) Link|Feld-Klettenkerbel|53e73aca-e2e3-4744-8d40-51200f7d8947|||≙Torilis arvensis (Huds.) Link||M||Arten|Oberste Taxa|I||Selten|^|Mäßiger Rückgang|||*|=||||≙|*|=||||||||A0|Lr|G+|||
4946|4946|Torilis arvensis subsp. recta Jury|Aufrechter Feld-Klettenkerbel|8f038a95-466b-4484-a0bf-c9d1da58ff87|53e73aca-e2e3-4744-8d40-51200f7d8947|Torilis arvensis|≙Torilis arvensis||I|Taxa|||I||Selten|^|Mäßiger Rückgang|||*|=||||≙|*|=|||||Zunahme regional unterschiedlich.||||||nb||
4947|4947|Torilis japonica (Houtt.) DC.|Gewöhnlicher Klettenkerbel|737b4efb-280c-41ab-9a14-51218f6342f0|||≙Torilis japonica (Houtt.) DC.||S|Taxa|Arten|Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
4948|4948|Torilis nodosa (L.) Gaertn.|Knäuel-Klettenkerbel|824fc4e0-fc2f-4e4e-89e2-4d4cd80cb322|||≙Torilis nodosa (L.) Gaertn.||M||Arten|Oberste Taxa|N|N|Nicht bewertet|||||nb|||||≙|*||||||||||||nb||
4949|4949|Torilis nodosa subsp. nodosa|Knäuel-Klettenkerbel|7dcc5f5c-9433-46c7-ae93-e539bf8e68c5|824fc4e0-fc2f-4e4e-89e2-4d4cd80cb322|Torilis nodosa|≙Torilis nodosa||I|Taxa|||N|N|Nicht bewertet|||||nb|||||≙|*||||||||||||nb||
4950|4950|Tozzia alpina L.|Alpenrachen|d667485d-3704-449e-9a30-4f278e449b49|||≙Tozzia alpina L.||M||Arten|Oberste Taxa|I||Sehr selten|=|Gleich bleibend|||*|=||||≙|*|=|||||||||||nb||
4951|4951|Tozzia alpina subsp. alpina|Alpenrachen|651ef8f3-a37a-4cc3-8632-3bd37a13bd7b|d667485d-3704-449e-9a30-4f278e449b49|Tozzia alpina|≙Tozzia alpina||I|Taxa|||I||Sehr selten|=|Gleich bleibend|||*|=||||≙|*|=|||||||||||nb||
4952|4952|Tragopogon dubius Scop.|Großer Bocksbart|1d90779f-39a4-4a09-8a66-67811a9b0ed2|||≙Tragopogon dubius Scop.||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|^|Gleich bleibend|||*|=||||≙|*|=|||||Langfristige Rückgangstendenzen in einzelnen Bundesländern (Bayern, Baden-Württemberg).|||A0|Lr|G+|||
4953|4953|Tragopogon minor Mill.|Kleinköpfiger Bocksbart|86db609f-3b17-4a45-b638-92c2c3008408||Tragopogon pratensis subsp. minor|≙Tragopogon pratensis subsp. minor||S|Taxa|Arten|Oberste Taxa|I||Unbekannt|?|Daten ungenügend|||D|=||||≙|*| |||||||||||nb||
4954|4954|Tragopogon orientalis L.|Orientalischer Bocksbart|995006e0-d859-4326-b430-7518e5ad3432||Tragopogon pratensis subsp. orientalis|≙Tragopogon pratensis subsp. orientalis||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|V|=|||||||||||nb||
4955|4955|Tragopogon pratensis L.|Wiesen-Bocksbart|5bc01558-89d3-4f5d-b374-f5a1aa3065f2||Tragopogon pratensis subsp. pratensis|≙Tragopogon pratensis subsp. pratensis||S|Taxa|Arten|Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=|||||||In nicht regionalisierten Ansaatmischungen enthalten.||||nb||
4956|4956|Tragus racemosus (L.) All.|Traubiges Klettengras|c04c77a6-d1c3-4d4c-8753-6fa28bd44a3f|||≙Tragus racemosus (L.) All.||S|Taxa|Arten|Oberste Taxa|N|N|Nicht bewertet|||||nb|||||≙|*||||||||||||nb||
4957|4957|Trapa natans L.|Gewöhnliche Wassernuss|b6200504-b2c2-40e9-af15-5b48504fa7b7|||≙Trapa natans L.||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|=|Starker Rückgang|||2|=||||≙|2|=||||||||A0|Lr|G?|?||
4958|4958|Traunsteinera globosa (L.) Rchb.|Rote Kugelorchis|0cedf2f5-9cb8-444d-a4cb-04be0e1d29dd|||≙Traunsteinera globosa (L.) Rchb.||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|=|Mäßiger Rückgang|||3|=||||≙|*|-|K||||In Baden-Württemberg und Sachsen vom Aussterben bedroht.|||A0|Lr|G+|||
4959|4959|Trichomanes speciosum Willd.|Prächtiger Dünnfarn|17bec78a-def3-45f7-b37b-69c5236555f0|||≙Trichomanes speciosum Willd.||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|=|Daten ungenügend|||*|=||||≙|*|=||||||||A1|Li|G+|(!)||Die in Sandstein-Gebieten des subatlantischen Süddeutschlands auftretenden Gametophytenkolonien sind vermutlich wärmezeitliche Relikte, die in der Verantwortlichkeitseinschätzung wie hochgradig isolierte Vorposten behandelt werden (Welk 2002).
4960|4960|Trichophorum alpinum (L.) Pers.|Alpen-Haarsimse|730c736f-aea8-4e2f-97f4-37d84fd127e4|||≙Trichophorum alpinum (L.) Pers.||S|Taxa|Arten|Oberste Taxa|I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|3|=|||||In Norddeutschland weitgehend verschwunden.|||A0|Lr|G+|||
4961|4961|Trichophorum cespitosum agg.|Rasen-Haarsimse (Artengruppe)|dabf55f3-0912-470a-951c-f2eb556fd9f7|||≙Trichophorum cespitosum agg.||A|||Oberste Taxa|I||Selten|(v)|Mäßiger Rückgang|||3|=||||≙|nb|||||||||A0|Lh|G+|||
4962|4962|Trichophorum cespitosum (L.) Hartm.|Rasen-Haarsimse|36ba1842-5d32-4a40-b94e-a7e288d0faf9|dabf55f3-0912-470a-951c-f2eb556fd9f7||≙Trichophorum cespitosum (L.) Hartm.||K|Taxa|Arten||I||Selten|=|Mäßiger Rückgang|||V|=||||≙|3|+|K||||Außerhalb der Alpen stärker gefährdet.|||A0|Lr|G+|||
4963|4963|Trichophorum foersteri (Swan) D.A. Simpson|Foersters Haarsimse|ab050264-8c9c-4263-9a12-7ad3a3b65ec2|dabf55f3-0912-470a-951c-f2eb556fd9f7||||K|Taxa|Arten||I||Unbekannt|?|Daten ungenügend|||D|=|||||kN||||||||||||nb||
4964|4964|Trichophorum germanicum Palla|Deutsche Haarsimse|b6d62139-4929-46b2-85c2-2efebdf5d0c9|dabf55f3-0912-470a-951c-f2eb556fd9f7||≙Trichophorum germanicum Palla||K|Taxa|Arten||I||Selten|(v)|Starker Rückgang|||2|=||||≙|3|-|K|||||||A1|Lr|G+|||
4965|4965|Trientalis europaea L.|Europäischer Siebenstern|8ce2bedb-6d00-47af-917b-a0c34c39f27d|||≙Trientalis europaea L.||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lr|G+|||
4966|4966|Trifolium alpestre L.|Hügel-Klee|1dece52b-490c-4fde-bd87-7e62716c3241|||≙Trifolium alpestre L.||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|V|=||||||||A0|Lr|G+|||
4967|4967|Trifolium arvense L.|Hasen-Klee|882b8e95-4660-4029-b11e-a3473327018a|||≙Trifolium arvense L.||M||Arten|Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
4968|4968|Trifolium arvense subsp. arvense|Hasen-Klee|a4de2785-1d02-458b-879f-f35defbfa03f|882b8e95-4660-4029-b11e-a3473327018a|Trifolium arvense|≙Trifolium arvense||I|Taxa|||I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
4969|4969|Trifolium aureum Pollich|Gold-Klee|715f31c4-3d8d-49eb-8751-f1f0f3eb8b22|||≙Trifolium aureum Pollich||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|V|=||||||||A0|Lh|G+|||
4970|4970|Trifolium badium Schreb.|Braun-Klee|e256ac88-0d0c-4398-908c-aad95ef49480|||≙Trifolium badium Schreb.||S|Taxa|Arten|Oberste Taxa|I||Sehr selten|=|Gleich bleibend|||*|=||||≙|*|=|||||||||||nb||
4971|4971|Trifolium campestre Schreb.|Feld-Klee|dd3f5633-4b81-49ef-8bd6-39c5bbc4da57|||≙Trifolium campestre Schreb.||S|Taxa|Arten|Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=|||||||In nicht regionalisierten Ansaatmischungen enthalten.|A0|Lh|G+|||
4972|4972|Trifolium dubium agg.|Kleiner Klee (Artengruppe)|12c1f03a-68dc-489c-b45e-1a1845a5b3d7|||≙Trifolium dubium agg.||A|||Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|nb||||||||||||nb||
4973|4973|Trifolium dubium Sibth.|Kleiner Klee|72e27cf8-4176-4b28-a35e-37dc74842c96|12c1f03a-68dc-489c-b45e-1a1845a5b3d7||≙Trifolium dubium Sibth.||K|Taxa|Arten||I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
4974|4974|Trifolium micranthum Viv.|Armblütiger Klee|9d9d41d9-35a9-47b6-8563-810a3b282b6b|12c1f03a-68dc-489c-b45e-1a1845a5b3d7|Trifolium filiforme|≙Trifolium filiforme||K|Taxa|Arten||I||Extrem selten|^|Gleich bleibend|||R|=||||≙|1|+|R||||"Während die zerstreuten Vorkommen im Binnenland erloschen sind, hat sich die bisher als ""Vom Aussterben bedroht"" eingestufte Art auf Deichen der schleswig-holsteinischen Nordseeküste etabliert und wird dort durch die Schafbeweidung gefördert (D. Drenckhahn, pers. Mitt.)."|||A0|Lh|G+|||
4975|4975|Trifolium fragiferum L.|Erdbeer-Klee|56e3bb79-c5f4-4c76-9f12-38ce205bc601|||≙Trifolium fragiferum L.||M||Arten|Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|V|=||||||||A0|Lh|G+|||
4976|4976|Trifolium fragiferum subsp. fragiferum|Erdbeer-Klee|9913ecf0-88a4-4cdf-ae41-b7be57360dd5|56e3bb79-c5f4-4c76-9f12-38ce205bc601|Trifolium fragiferum|≙Trifolium fragiferum||I|Taxa|||I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|V|=|||||An der Küste sind die Hauptvorkommen nicht gefährdet, im Binnenland ist die Art gebietsweise stark gefährdet.|||A0|Lh|G+|||
4977|4977|Trifolium hybridum L.|Schweden-Klee|943ce3b6-ebe5-4a6e-8d5a-20cf4e882ce6|||≙Trifolium hybridum L.||S|Taxa|Arten|Oberste Taxa|N|N|Nicht bewertet|||||nb|||||≙|*||||||||||||nb||
4978|4978|Trifolium medium L.|Zickzack-Klee|da3e7e5b-39e2-472f-9dfc-36cdf5c0392f|||≙Trifolium medium L.||M||Arten|Oberste Taxa|I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
4979|4979|Trifolium medium subsp. medium|Zickzack-Klee|1d19621b-975f-4ffe-a63c-fc220256c11f|da3e7e5b-39e2-472f-9dfc-36cdf5c0392f|Trifolium medium|≙Trifolium medium||I|Taxa|||I||Sehr häufig|=|Gleich bleibend|||*|=||||≙|*|=||||||||A0|Lh|G+|||
4980|4980|Trifolium montanum L.|Berg-Klee|5611fbfb-a055-47de-8e6a-d8c503840229|||≙Trifolium montanum L.||S|Taxa|Arten|Oberste Taxa|I||Mäßig häufig|(v)|Mäßiger Rückgang|||V|=||||≙|V|=|||||In Norddeutschland regional stärker gefährdet.|||A0|Lh|G+|||
4981|4981|Trifolium ochroleucon Huds.|Blassgelber Klee|93e22212-c6eb-4863-8f4b-9e698e1fd319|||≙Trifolium ochroleucon Huds.||S|Taxa|Arten|Oberste Taxa|I||Selten|(v)|Starker Rückgang|||2|=||||≙|3|-|K|||||||A0|Lr|G+|||
4982|4982|Trifolium ornithopodioides L.|Vogelfuß-Klee|abdafaa5-18c1-4e11-ab75-a96f85f3b63a|||≙Trifolium ornithopodioides L.||S|Taxa|Arten|Oberste Taxa|I||Extrem selten|?|Mäßiger Rückgang|||1|=||||≙|R|-|K||||||Nur an der Westküste Schleswig-Holsteins indigen; das Indigenat ist allerdings umstritten (Herrmann & Linke 2006).|A0|Lr|G+|||
